2021-02-16 10:10:20,59.887
2021-02-16 10:10:21,57.452
2021-02-16 10:10:22,57.452
2021-02-16 10:10:23,57.939
2021-02-16 10:10:24,56.478
2021-02-16 10:10:25,57.939
2021-02-16 10:10:26,56.965
2021-02-16 10:10:27,56.478
2021-02-16 10:10:28,56.965
2021-02-16 10:10:29,55.504
2021-02-16 10:10:30,56.965
2021-02-16 10:10:31,55.991
2021-02-16 10:10:32,56.478
2021-02-16 10:10:33,56.478
2021-02-16 10:10:34,56.478
2021-02-16 10:10:35,56.478
2021-02-16 10:10:36,56.478
2021-02-16 10:10:37,56.478
2021-02-16 10:10:38,55.991
2021-02-16 10:10:39,55.991
2021-02-16 10:10:40,56.478
2021-02-16 10:10:41,55.017
2021-02-16 10:10:42,55.504
2021-02-16 10:10:43,55.504
2021-02-16 10:10:44,56.478
2021-02-16 10:10:45,55.504
2021-02-16 10:10:46,55.991
2021-02-16 10:10:47,55.504
2021-02-16 10:10:48,55.504
2021-02-16 10:10:49,55.017
2021-02-16 10:10:50,55.017
2021-02-16 10:10:51,55.991
2021-02-16 10:10:52,55.504
2021-02-16 10:10:53,55.017
2021-02-16 10:10:54,56.478
2021-02-16 10:10:55,55.504
2021-02-16 10:10:56,55.504
2021-02-16 10:10:57,56.478
2021-02-16 10:10:58,55.991
2021-02-16 10:10:59,55.504
2021-02-16 10:11:00,55.017
2021-02-16 10:11:01,56.478
2021-02-16 10:11:02,54.53
2021-02-16 10:11:03,55.504
2021-02-16 10:11:04,55.991
2021-02-16 10:11:05,55.991
2021-02-16 10:11:06,55.504
2021-02-16 10:11:07,55.017
2021-02-16 10:11:08,55.504
2021-02-16 10:11:09,55.017
2021-02-16 10:11:10,55.991
2021-02-16 10:11:11,55.504
2021-02-16 10:11:12,55.504
2021-02-16 10:11:13,55.017
2021-02-16 10:11:14,55.991
2021-02-16 10:11:15,55.991
2021-02-16 10:11:16,54.53
2021-02-16 10:11:17,55.017
2021-02-16 10:11:18,55.017
2021-02-16 10:11:19,55.504
2021-02-16 10:11:20,55.504
2021-02-16 10:11:21,55.017
2021-02-16 10:11:22,55.504
2021-02-16 10:11:23,55.504
2021-02-16 10:11:24,55.017
2021-02-16 10:11:25,55.504
2021-02-16 10:11:26,55.504
2021-02-16 10:11:27,55.504
2021-02-16 10:11:28,54.53
2021-02-16 10:11:29,55.017
2021-02-16 10:11:30,55.017
2021-02-16 10:11:31,55.017
2021-02-16 10:11:32,54.53
2021-02-16 10:11:33,55.017
2021-02-16 10:11:34,55.017
2021-02-16 10:11:35,54.53
2021-02-16 10:11:36,54.043
2021-02-16 10:11:37,54.53
2021-02-16 10:11:38,55.017
2021-02-16 10:11:39,55.504
2021-02-16 10:11:40,55.504
2021-02-16 10:11:41,56.965
